year,iso,countryyearcode,"School age population, primary education, both sexes (number)","School age population, primary education, female (number)","School age population, primary education, male (number)","School age population, lower secondary education, both sexes (number)","School age population, lower secondary education, female (number)","School age population, lower secondary education, male (number)","School age population, upper secondary education, both sexes (number)","School age population, upper secondary education, female (number)","School age population, upper secondary education, male (number)"
2008,KIR,KIR2008,14642,7168,7474,6918,3375,3543,6401,3111,3290
2009,KIR,KIR2009,14135,6878,7257,7190,3518,3672,8600,4195,4405
2010,KIR,KIR2010,13579,6569,7010,7408,3626,3782,8776,4297,4479
2011,KIR,KIR2011,13196,6391,6805,7403,3632,3771,8940,4381,4559
2012,KIR,KIR2012,13183,6402,6781,7211,3544,3667,9219,4533,4686
2013,KIR,KIR2013,13533,6606,6927,6911,3401,3510,9483,4688,4795
2014,KIR,KIR2014,14214,6971,7243,6562,3229,3333,9585,4762,4823
2015,KIR,KIR2015,15078,7415,7663,6257,3078,3179,9475,4723,4752
2016,KIR,KIR2016,15882,7816,8066,6166,3028,3138,9139,4549,4590
2017,KIR,KIR2017,16480,8090,8390,6376,3131,3245,8657,4292,4365
2018,KIR,KIR2018,16856,8233,8623,6787,3338,3449,8220,4051,4169
2019,KIR,KIR2019,17019,8256,8763,7298,3599,3699,8030,3941,4089
2020,KIR,KIR2020,17037,8199,8838,7809,3859,3950,8161,4000,4161
2021,KIR,KIR2021,17053,8156,8897,8148,4017,4131,8561,4200,4361
2022,KIR,KIR2022,17156,8187,8969,8315,4075,4240,9192,4525,4667
1980,KWT,KWT1980,143817,70431,73386,115881,57826,58055,94495,46173,48322
1981,KWT,KWT1981,149270,72782,76488,122315,61012,61303,99039,49155,49884
1982,KWT,KWT1982,153388,74208,79180,127870,62828,65042,106716,52985,53731
1983,KWT,KWT1983,155593,75633,79960,132042,64251,67791,111692,55292,56400
1984,KWT,KWT1984,156842,77369,79473,135633,65647,69986,114551,56430,58121
1985,KWT,KWT1985,159037,79918,79119,139243,67293,71950,116999,57184,59815
1986,KWT,KWT1986,163956,83686,80270,143062,69459,73603,120314,58213,62101
1987,KWT,KWT1987,173864,88729,85135,149641,74178,75463,130382,63357,67025
1988,KWT,KWT1988,186562,94500,92062,157929,79202,78727,139516,68412,71104
1989,KWT,KWT1989,199440,99967,99473,167005,83793,83212,146183,72563,73620
1990,KWT,KWT1990,208231,103346,104885,174491,86902,87589,149609,75117,74492
1991,KWT,KWT1991,209320,103186,106134,178676,88041,90635,150153,75715,74438
1992,KWT,KWT1992,198484,97053,101431,170877,83903,86974,144690,72850,71840
1993,KWT,KWT1993,181079,88268,92811,158300,76973,81327,132529,66460,66069
1994,KWT,KWT1994,161182,79094,82088,144290,68854,75436,117029,58314,58715
1995,KWT,KWT1995,144404,72123,72281,132142,61592,70550,103033,50676,52357
1996,KWT,KWT1996,134810,69140,65670,123589,56737,66852,93450,44733,48717
1997,KWT,KWT1997,131395,68272,63123,124156,58877,65279,103582,47697,55885
1998,KWT,KWT1998,132689,68479,64210,126634,62184,64450,114662,52075,62587
1999,KWT,KWT1999,136974,68852,68122,130151,65802,64349,124365,56897,67468
2000,KWT,KWT2000,142126,68777,73349,132999,68336,64663,130479,61060,69419
2001,KWT,KWT2001,147183,68739,78444,134299,68785,65514,132251,63771,68480
2002,KWT,KWT2002,150011,68968,81043,134156,67040,67116,134447,65674,68773
2003,KWT,KWT2003,152199,69976,82223,133561,64742,68819,131890,65322,66568
2004,KWT,KWT2004,154422,72139,82283,133855,63079,70776,127090,63481,63609
2005,KWT,KWT2005,193388,91956,101432,131103,61722,69381,91916,46183,45733
2006,KWT,KWT2006,198772,97025,101747,134770,62683,72087,90402,45119,45283
2007,KWT,KWT2007,202221,99667,102554,140822,66054,74768,99227,48704,50523
2008,KWT,KWT2008,205303,101713,103590,146018,69690,76328,105752,51164,54588
2009,KWT,KWT2009,207480,102836,104644,151727,73730,77997,109336,52537,56799
2010,KWT,KWT2010,209051,103148,105903,158019,77669,80350,111266,53531,57735
2011,KWT,KWT2011,211776,103656,108120,163545,80528,83017,113446,55038,58408
2012,KWT,KWT2012,219350,107002,112348,167962,82638,85324,116361,56380,59981
2013,KWT,KWT2013,230114,111790,118324,171597,84102,87495,121441,58940,62501
2014,KWT,KWT2014,243382,117771,125611,174528,84800,89728,126969,61668,65301
2015,KWT,KWT2015,257516,124140,133376,177473,85108,92365,131281,63593,67688
2016,KWT,KWT2016,269849,129493,140356,181574,85816,95758,133023,63824,69199
2017,KWT,KWT2017,287739,136058,151681,187951,87921,100030,132298,62871,69427
2018,KWT,KWT2018,303113,141027,162086,197808,91144,106664,131055,61262,69793
2019,KWT,KWT2019,313976,144203,169773,211522,95597,115925,131010,60105,70905
2020,KWT,KWT2020,319602,145979,173623,227778,100956,126822,133910,60335,73575
2021,KWT,KWT2021,321052,147171,173881,243629,106473,137156,141668,62842,78826
2022,KWT,KWT2022,319272,147506,171766,252700,110423,142277,158617,68796,89821
1980,KGZ,KGZ1980,256569,126493,130076,418173,206833,211340,167060,82957,84103
1981,KGZ,KGZ1981,258881,127617,131264,417891,206535,211356,166199,82528,83671
1982,KGZ,KGZ1982,261764,128988,132776,416824,205789,211035,165105,81990,83115
1983,KGZ,KGZ1983,264844,130507,134337,417697,206046,211651,163259,80951,82308
1984,KGZ,KGZ1984,267560,131876,135684,421042,207623,213419,161088,79648,81440
1985,KGZ,KGZ1985,270272,133248,137024,426067,210080,215987,160099,78952,81147
1986,KGZ,KGZ1986,273649,134932,138717,431333,212631,218702,161153,79383,81770
1987,KGZ,KGZ1987,279316,137816,141500,435668,215032,220636,163301,80392,82909
1988,KGZ,KGZ1988,287085,141693,145392,440768,217751,223017,165922,81767,84155
1989,KGZ,KGZ1989,296695,146470,150225,446822,220780,226042,168634,83313,85321
1990,KGZ,KGZ1990,306994,151599,155395,454416,224466,229950,170616,84469,86147
1991,KGZ,KGZ1991,316487,156346,160141,463986,229156,234830,171965,85146,86819
1992,KGZ,KGZ1992,324146,160115,164031,473326,233792,239534,173203,85672,87531
1993,KGZ,KGZ1993,331666,163755,167911,483730,238959,244771,174541,86264,88277
1994,KGZ,KGZ1994,339330,167420,171910,495270,244698,250572,176453,87154,89299
1995,KGZ,KGZ1995,347067,171111,175956,508243,251143,257100,179942,88877,91065
1996,KGZ,KGZ1996,466297,229868,236429,505392,249831,255561,178823,88361,90462
1997,KGZ,KGZ1997,475658,234259,241399,521320,257616,263704,184601,91254,93347
1998,KGZ,KGZ1998,482786,237613,245173,538703,266116,272587,191229,94588,96641
1999,KGZ,KGZ1999,485684,238927,246757,556864,274970,281894,197760,97864,99896
2000,KGZ,KGZ2000,483308,237643,245665,573867,283186,290681,204237,101080,103157
2001,KGZ,KGZ2001,476638,234199,242439,586875,289356,297519,210955,104351,106604
2002,KGZ,KGZ2002,471937,231986,239951,595489,293750,301739,217088,107385,109703
2003,KGZ,KGZ2003,464188,228181,236007,599644,295908,303736,223483,110544,112939
2004,KGZ,KGZ2004,453122,222692,230430,599689,296011,303678,230214,113891,116323
2005,KGZ,KGZ2005,439197,215824,223373,596518,294550,301968,236448,117038,119410
2006,KGZ,KGZ2006,423371,208110,215261,590660,291836,298824,240216,119018,121198
2007,KGZ,KGZ2007,412601,202419,210182,584590,288517,296073,243033,120479,122554
2008,KGZ,KGZ2008,403471,197665,205806,575323,283583,291740,243795,120837,122958
2009,KGZ,KGZ2009,396673,194213,202460,563227,277225,286002,243820,120744,123076
2010,KGZ,KGZ2010,392828,192340,200488,549688,270126,279562,242202,119737,122465
2011,KGZ,KGZ2011,392202,192120,200082,536386,263133,273253,238501,117653,120848
2012,KGZ,KGZ2012,393126,192712,200414,520533,255168,265365,230179,113243,116936
2013,KGZ,KGZ2013,399029,195667,203362,508703,249320,259383,222283,109153,113130
2014,KGZ,KGZ2014,410747,201406,209341,500777,245472,255305,215240,105558,109682
2015,KGZ,KGZ2015,428054,209840,218214,497010,243676,253334,209489,102716,106773
2016,KGZ,KGZ2016,449183,220118,229065,498404,244404,254000,205360,100743,104617
2017,KGZ,KGZ2017,468049,229289,238760,501767,246055,255712,201261,98724,102537
2018,KGZ,KGZ2018,491447,240621,250826,511781,250961,260820,198546,97376,101170
2019,KGZ,KGZ2019,519775,254283,265492,527399,258613,268786,196684,96463,100221
2020,KGZ,KGZ2020,551185,269381,281804,547154,268285,278869,196399,96329,100070
2021,KGZ,KGZ2021,581801,284059,297742,570836,279832,291004,199191,97704,101487
2022,KGZ,KGZ2022,609128,297148,311980,600882,294348,306534,205449,100760,104689
1980,LAO,LAO1980,451314,222812,228502,235526,116479,119047,213443,105685,107758
1981,LAO,LAO1981,462902,228390,234512,242407,119806,122601,219359,108538,110821
1982,LAO,LAO1982,474499,234007,240492,248516,122759,125757,224324,110947,113377
1983,LAO,LAO1983,486787,239967,246820,256007,126391,129616,230460,113925,116535
1984,LAO,LAO1984,498775,245773,253002,264691,130608,134083,237711,117441,120270
1985,LAO,LAO1985,509701,251044,258657,273951,135102,138849,245978,121444,124534
1986,LAO,LAO1986,519606,255801,263805,282659,139315,143344,255005,125811,129194
1987,LAO,LAO1987,532125,261838,270287,289007,142349,146658,263513,129927,133586
1988,LAO,LAO1988,545721,268414,277307,295056,145230,149826,272007,134021,137986
1989,LAO,LAO1989,559955,275360,284595,301501,148323,153178,279869,137810,142059
1990,LAO,LAO1990,574489,282540,291949,308557,151759,156798,286731,141140,145591
1991,LAO,LAO1991,588973,289789,299184,315804,155352,160452,293134,144293,148841
1992,LAO,LAO1992,606995,298672,308323,322714,158806,163908,298515,147041,151474
1993,LAO,LAO1993,627259,308725,318534,330502,162724,167778,304763,150193,154570
1994,LAO,LAO1994,649285,319687,329598,338986,166993,171993,311617,153624,157993
1995,LAO,LAO1995,672085,331033,341052,348128,171563,176565,319003,157310,161693
1996,LAO,LAO1996,693840,341862,351978,358332,176622,181710,326938,161252,165686
1997,LAO,LAO1997,715823,352777,363046,369642,182238,187404,333681,164665,169016
1998,LAO,LAO1998,737892,363714,374178,382840,188736,194104,341987,168776,173211
1999,LAO,LAO1999,758960,374216,384744,396713,195554,201159,352259,173824,178435
2000,LAO,LAO2000,777352,383531,393821,410334,202285,208049,364619,179919,184700
2001,LAO,LAO2001,791171,390740,400431,423618,208949,214669,378187,186664,191523
2002,LAO,LAO2002,802692,396734,405958,436811,215715,221096,390968,193239,197729
2003,LAO,LAO2003,806973,399148,407825,449293,222184,227109,403790,199774,204016
2004,LAO,LAO2004,803271,397533,405738,461137,228341,232796,416996,206464,210532
2005,LAO,LAO2005,792760,392397,400363,471861,233871,237990,430670,213384,217286
2006,LAO,LAO2006,778986,385492,393494,479027,237509,241518,444462,220333,224129
2007,LAO,LAO2007,767170,379764,387406,476588,236453,240135,454381,225509,228872
2008,LAO,LAO2008,757139,374763,382376,470928,233663,237265,462797,229843,232954
2009,LAO,LAO2009,748884,370469,378415,464557,230406,234151,467481,232185,235296
2010,LAO,LAO2010,742385,366855,375530,614014,304329,309685,311743,154765,156978
2011,LAO,LAO2011,737239,363719,373520,607033,300412,306621,464005,230080,233925
2012,LAO,LAO2012,732039,361022,371017,595519,294698,300821,455100,225742,229358
2013,LAO,LAO2013,732278,360785,371493,586698,290107,296591,446517,221373,225144
2014,LAO,LAO2014,737575,362969,374606,580104,286538,293566,439535,217716,221819
2015,LAO,LAO2015,746248,366936,379312,575560,284043,291517,433861,214737,219124
2016,LAO,LAO2016,755106,371243,383863,573840,283091,290749,429456,212503,216953
2017,LAO,LAO2017,762804,374551,388253,576298,283866,292432,427260,211114,216146
2018,LAO,LAO2018,768111,376951,391160,581582,286217,295365,425115,209872,215243
2019,LAO,LAO2019,770305,378024,392281,589031,289762,299269,423844,209130,214714
2020,LAO,LAO2020,769716,377807,391909,597323,293767,303556,424859,209534,215325
2021,LAO,LAO2021,768062,377056,391006,604472,297204,307268,429018,211471,217547
2022,LAO,LAO2022,768314,377154,391160,607568,298639,308929,433732,213676,220056
1980,LVA,LVA1980,133646,65597,68049,168398,82026,86372,114391,55319,59072
1981,LVA,LVA1981,138257,67841,70416,163981,80211,83770,113016,54497,58519
1982,LVA,LVA1982,142608,69839,72769,163508,79822,83686,110840,53756,57084
1983,LVA,LVA1983,145092,71060,74032,164835,80179,84656,107634,52366,55268
1984,LVA,LVA1984,145120,71131,73989,168543,81782,86761,103683,50329,53354
1985,LVA,LVA1985,143004,70137,72867,174026,84456,89570,100255,48272,51983
1986,LVA,LVA1986,140193,68777,71416,179135,87105,92030,98731,47051,51680
1987,LVA,LVA1987,138571,68071,70500,181795,88767,93028,100779,48150,52629
1988,LVA,LVA1988,138500,68070,70430,182389,89285,93104,104635,50287,54348
1989,LVA,LVA1989,140553,69052,71501,180458,88503,91955,108820,52636,56184
1990,LVA,LVA1990,144545,70962,73583,176510,86751,89759,111689,54331,57358
1991,LVA,LVA1991,149251,73244,76007,172511,85029,87482,112257,54891,57366
1992,LVA,LVA1992,152378,74608,77770,171058,84296,86762,109937,53901,56036
1993,LVA,LVA1993,154552,75602,78950,171137,84316,86821,106110,52149,53961
1994,LVA,LVA1994,155920,76285,79635,172812,85090,87722,101824,50163,51661
1995,LVA,LVA1995,156529,76635,79894,175687,86409,89278,98403,48577,49826
1996,LVA,LVA1996,156273,76547,79726,178981,87894,91087,96761,47790,48971
1997,LVA,LVA1997,155169,76008,79161,182487,89561,92926,97846,48305,49541
1998,LVA,LVA1998,151949,74402,77547,185486,90954,94532,100314,49436,50878
1999,LVA,LVA1999,140807,68890,71917,189616,92911,96705,102821,50373,52448
2000,LVA,LVA2000,132664,64959,67705,188704,92350,96354,107188,52444,54744
2001,LVA,LVA2001,121489,59710,61779,185579,90698,94881,109710,53865,55845
2002,LVA,LVA2002,109520,53799,55721,181303,88876,92427,110671,54305,56366
2003,LVA,LVA2003,98422,48190,50232,174771,85661,89110,111202,54620,56582
2004,LVA,LVA2004,87641,42722,44919,165989,81327,84662,111553,54761,56792
2005,LVA,LVA2005,80471,38989,41482,153802,75632,78170,110723,54316,56407
2006,LVA,LVA2006,75575,36629,38946,141229,69548,71681,107346,52503,54843
2007,LVA,LVA2007,116439,56588,59851,84957,41823,43134,103402,50660,52742
2008,LVA,LVA2008,113115,55008,58107,76175,37454,38721,98095,48261,49834
2009,LVA,LVA2009,110997,54197,56800,67046,32800,34246,92202,45407,46795
2010,LVA,LVA2010,110424,54054,56370,60657,29422,31235,82673,40602,42071
2011,LVA,LVA2011,111128,54369,56759,55596,26856,28740,73658,36177,37481
2012,LVA,LVA2012,112233,54751,57482,52342,25392,26950,65014,31751,33263
2013,LVA,LVA2013,113650,55416,58234,51722,25152,26570,58877,28529,30348
2014,LVA,LVA2014,114829,55950,58879,52746,25783,26963,54178,26128,28050
2015,LVA,LVA2015,118019,57448,60571,53720,26352,27368,51090,24766,26324
2016,LVA,LVA2016,121280,59076,62204,54126,26539,27587,50523,24582,25941
2017,LVA,LVA2017,122279,59737,62542,54350,26493,27857,51644,25256,26388
2018,LVA,LVA2018,122145,59561,62584,54787,26568,28219,52698,25840,26858
2019,LVA,LVA2019,120807,58914,61893,56029,27147,28882,53212,26123,27089
2020,LVA,LVA2020,120252,58462,61790,57341,27935,29406,53500,26116,27384
2021,LVA,LVA2021,119584,58146,61438,60229,29452,30777,54081,26249,27832
2022,LVA,LVA2022,,,,,,,,,
1980,LBN,LBN1980,331450,162986,168464,248845,122701,126144,177476,88010,89466
1981,LBN,LBN1981,331612,163004,168608,247585,121981,125604,176755,87588,89167
1982,LBN,LBN1982,334063,164443,169620,248022,122261,125761,175485,86919,88566
1983,LBN,LBN1983,337953,166400,171553,250450,123420,127030,175612,86860,88752
1984,LBN,LBN1984,342482,168532,173950,254119,125134,128985,177168,87444,89724
1985,LBN,LBN1985,346481,170361,176120,258170,127038,131132,179662,88505,91157
1986,LBN,LBN1986,,,,,,,,,
1987,LBN,LBN1987,,,,,,,,,
1988,LBN,LBN1988,,,,,,,,,
1989,LBN,LBN1989,,,,,,,,,
1990,LBN,LBN1990,,,,,,,,,
1991,LBN,LBN1991,,,,,,,,,
1992,LBN,LBN1992,,,,,,,,,
1993,LBN,LBN1993,,,,,,,,,
1994,LBN,LBN1994,,,,,,,,,
1995,LBN,LBN1995,,,,,,,,,
1996,LBN,LBN1996,,,,,,,,,
1997,LBN,LBN1997,,,,,,,,,
1998,LBN,LBN1998,,,,,,,,,
1999,LBN,LBN1999,,,,,,,,,
2000,LBN,LBN2000,,,,,,,,,
2001,LBN,LBN2001,,,,,,,,,
2002,LBN,LBN2002,,,,,,,,,
2003,LBN,LBN2003,,,,,,,,,
2004,LBN,LBN2004,,,,,,,,,
2005,LBN,LBN2005,,,,,,,,,
2006,LBN,LBN2006,,,,,,,,,
2007,LBN,LBN2007,,,,,,,,,
2008,LBN,LBN2008,,,,,,,,,
2009,LBN,LBN2009,,,,,,,,,
2010,LBN,LBN2010,,,,,,,,,
2011,LBN,LBN2011,,,,,,,,,
2012,LBN,LBN2012,,,,,,,,,
2013,LBN,LBN2013,,,,,,,,,
2014,LBN,LBN2014,,,,,,,,,
2015,LBN,LBN2015,,,,,,,,,
2016,LBN,LBN2016,,,,,,,,,
2017,LBN,LBN2017,,,,,,,,,
2018,LBN,LBN2018,,,,,,,,,
2019,LBN,LBN2019,,,,,,,,,
2020,LBN,LBN2020,,,,,,,,,
2021,LBN,LBN2021,,,,,,,,,
2022,LBN,LBN2022,,,,,,,,,
1980,LSO,LSO1980,265146,132756,132390,95766,48269,47497,58700,29786,28914
1981,LSO,LSO1981,273877,137041,136836,98285,49655,48630,59954,30581,29373
1982,LSO,LSO1982,282900,141443,141457,101209,51151,50058,61473,31448,30025
1983,LSO,LSO1983,291931,145857,146074,104486,52777,51709,63236,32358,30878
1984,LSO,LSO1984,300706,150182,150524,108043,54525,53518,65250,33329,31921
1985,LSO,LSO1985,308932,154302,154630,111812,56360,55452,67496,34392,33104
1986,LSO,LSO1986,317582,159074,158508,114980,58205,56775,69154,35497,33657
1987,LSO,LSO1987,326424,163949,162475,118547,60160,58387,71168,36701,34467
1988,LSO,LSO1988,335261,168623,166638,122426,62171,60255,73564,37941,35623
1989,LSO,LSO1989,343863,172711,171152,126617,64162,62455,76312,39163,37149
1990,LSO,LSO1990,351933,175908,176025,131113,66041,65072,79317,40354,38963
1991,LSO,LSO1991,358438,179566,178872,134315,67706,66609,81225,41350,39875
1992,LSO,LSO1992,364656,182411,182245,137968,69327,68641,83482,42364,41118
1993,LSO,LSO1993,370090,184587,185503,141842,71011,70831,86105,43445,42660
1994,LSO,LSO1994,374155,186390,187765,145758,72914,72844,88978,44699,44279
1995,LSO,LSO1995,376286,187955,188331,149657,75158,74499,91866,46194,45672
1996,LSO,LSO1996,379100,188471,190629,153300,76972,76328,94444,47629,46815
1997,LSO,LSO1997,380899,189168,191731,156417,78635,77782,97016,49157,47859
1998,LSO,LSO1998,381306,189607,191699,158478,79802,78676,99592,50670,48922
1999,LSO,LSO1999,379726,189095,190631,159489,80348,79141,101764,51857,49907
2000,LSO,LSO2000,375932,187270,188662,159728,80310,79418,103021,52411,50610
2001,LSO,LSO2001,369189,184295,184894,158521,79586,78935,102806,52184,50622
2002,LSO,LSO2002,360693,180216,180477,156315,78311,78004,101950,51570,50380
2003,LSO,LSO2003,351276,175494,175782,153277,76648,76629,100948,50824,50124
2004,LSO,LSO2004,341712,170657,171055,149959,74916,75043,99851,50040,49811
2005,LSO,LSO2005,332359,165986,166373,146791,73328,73463,98554,49251,49303
2006,LSO,LSO2006,325275,162541,162734,143343,71623,71720,96453,48188,48265
2007,LSO,LSO2007,320171,160138,160033,140424,70179,70245,94679,47315,47364
2008,LSO,LSO2008,316657,158555,158102,137774,68880,68894,93312,46628,46684
2009,LSO,LSO2009,314022,157394,156628,135266,67667,67599,92119,46011,46108
2010,LSO,LSO2010,311576,156285,155291,132774,66474,66300,90867,45363,45504
2011,LSO,LSO2011,313121,156937,156184,130351,65225,65126,88573,44251,44322
2012,LSO,LSO2012,314694,157638,157056,129429,64645,64784,86962,43416,43546
2013,LSO,LSO2013,315236,157890,157346,129970,64801,65169,86012,42846,43166
2014,LSO,LSO2014,313973,157353,156620,131471,65516,65955,85804,42610,43194
2015,LSO,LSO2015,310060,155640,154420,133473,66579,66894,86439,42843,43596
2016,LSO,LSO2016,306517,153830,152687,133630,66766,66864,86434,42927,43507
2017,LSO,LSO2017,304333,152708,151625,133325,66704,66621,86782,43206,43576
2018,LSO,LSO2018,303665,152346,151319,132024,66131,65893,87390,43599,43791
2019,LSO,LSO2019,304142,152541,151601,130082,65235,64847,87876,43914,43962
2020,LSO,LSO2020,305399,153091,152308,127949,64243,63706,87568,43816,43752
2021,LSO,LSO2021,308224,154282,153942,125880,63232,62648,85951,43062,42889
2022,LSO,LSO2022,311764,155862,155902,124907,62713,62194,84385,42307,42078
1980,LBR,LBR1980,293587,146646,146941,123601,62080,61521,111767,56376,55391
1981,LBR,LBR1981,303217,151338,151879,128024,64193,63831,115571,58188,57383
1982,LBR,LBR1982,303168,151296,151872,127974,64175,63799,115465,58163,57302
1983,LBR,LBR1983,315779,157415,158364,132734,66474,66260,119505,60119,59386
1984,LBR,LBR1984,327814,163250,164564,137500,68769,68731,123505,62039,61466
1985,LBR,LBR1985,337562,167958,169604,141833,70841,70992,127013,63692,63321
1986,LBR,LBR1986,343870,170989,172881,145461,72549,72912,129805,64979,64826
1987,LBR,LBR1987,346569,172229,174340,146733,73121,73612,130678,65356,65322
1988,LBR,LBR1988,347158,172392,174766,146941,73155,73786,130908,65399,65509
1989,LBR,LBR1989,345946,171651,174295,146356,72792,73564,130696,65207,65489
1990,LBR,LBR1990,343127,170124,173003,145487,72283,73204,130188,64859,65329
1991,LBR,LBR1991,338727,167848,170879,144688,71804,72884,129588,64462,65126
1992,LBR,LBR1992,334044,165470,168574,142874,70872,72002,128083,63677,64406
